id,region_id,timestamp,temperature_celsius,humidity_percent,precipitation_mm,atmospheric_pressure_mb,wind_speed_kmh,source,created_at
193,10,2025-06-09T08:05:05.870791,24.63,53.99,0.6,1017.16,3.26,Synthetic Data - Grupo 7,2025-11-04T08:05:05.870819
194,2,2025-10-25T08:05:05.870852,20.85,73.03,2.36,1002.17,6.53,Synthetic Data - Grupo 7,2025-11-04T08:05:05.870881
195,20,2025-04-06T08:05:05.870912,24.77,100.0,0.06,1016.73,2.49,Synthetic Data - Grupo 7,2025-11-04T08:05:05.870940
196,15,2025-10-18T08:05:05.870974,18.79,79.08,19.17,1014.86,9.4,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871035
197,11,2025-02-22T08:05:05.871066,26.63,70.45,13.85,1015.0,1.92,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871095
198,15,2025-08-09T08:05:05.871126,20.13,43.41,7.1,1016.3,8.58,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871155
199,7,2025-07-20T08:05:05.871186,31.45,80.1,0.87,1011.75,3.28,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871215
200,5,2025-11-02T08:05:05.871245,31.44,63.66,1.14,1021.35,4.46,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871274
201,2,2025-07-16T08:05:05.871304,26.39,91.82,0.03,1009.08,5.3,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871333
202,20,2025-08-22T08:05:05.871366,28.17,77.13,3.18,1007.64,3.35,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871394
203,4,2025-10-16T08:05:05.871425,21.61,80.08,0.74,1011.03,2.38,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871454
204,17,2025-07-09T08:05:05.871484,25.15,86.13,6.43,1011.9,2.58,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871513
205,2,2025-05-31T08:05:05.871543,21.88,82.42,8.72,1008.91,3.32,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871572
206,13,2025-08-21T08:05:05.871606,28.48,84.33,7.77,999.13,5.86,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871635
207,17,2025-05-06T08:05:05.871666,21.81,50.33,0.32,1016.09,5.48,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871694
208,13,2025-05-28T08:05:05.871726,34.31,53.85,7.7,1011.87,1.42,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871754
209,11,2024-11-11T08:05:05.871785,34.42,93.15,1.02,1005.95,1.13,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871816
210,17,2024-11-20T08:05:05.871848,22.36,81.57,3.65,1014.62,2.97,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871877
211,14,2025-08-28T08:05:05.871909,23.16,76.03,8.11,1007.15,0.06,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871937
212,4,2025-07-02T08:05:05.871968,24.86,96.58,2.87,1017.5,5.77,Synthetic Data - Grupo 7,2025-11-04T08:05:05.871996
213,12,2025-05-01T08:05:05.872027,28.64,67.38,3.19,1008.23,1.43,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872055
214,10,2024-12-04T08:05:05.872086,19.65,40.95,9.31,1009.41,2.23,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872115
215,11,2025-08-13T08:05:05.872146,30.27,100.0,2.12,1018.36,1.78,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872174
216,15,2025-05-29T08:05:05.872205,26.24,71.31,4.11,1005.19,2.15,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872234
217,18,2025-08-28T08:05:05.872264,19.45,78.51,4.17,1015.33,3.24,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872293
218,9,2025-05-28T08:05:05.872323,22.87,61.87,1.44,1014.0,7.27,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872352
219,2,2025-10-08T08:05:05.872382,23.52,72.28,6.15,1008.86,3.56,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872411
220,1,2024-12-10T08:05:05.872441,27.18,83.56,3.1,1021.85,1.31,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872470
221,15,2025-01-15T08:05:05.872504,24.09,90.62,0.27,1009.86,5.14,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872533
222,20,2025-06-04T08:05:05.872564,30.81,58.47,3.66,1014.62,2.72,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872592
223,14,2025-05-21T08:05:05.872623,29.42,68.83,3.87,1008.13,3.32,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872651
224,18,2025-04-22T08:05:05.872682,15.85,73.01,7.87,1022.37,6.97,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872710
225,15,2025-03-12T08:05:05.872741,18.9,71.77,5.95,1009.78,6.76,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872770
226,3,2025-01-26T08:05:05.872803,23.33,63.95,1.02,1014.49,5.71,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872832
227,4,2025-03-04T08:05:05.872863,20.7,87.14,22.29,1007.71,3.23,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872892
228,2,2025-02-18T08:05:05.872922,20.69,75.45,5.81,1010.49,4.99,Synthetic Data - Grupo 7,2025-11-04T08:05:05.872951
229,3,2025-04-30T08:05:05.872982,18.71,54.86,12.52,1014.43,2.34,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873011
230,2,2024-11-06T08:05:05.873042,14.39,60.88,3.41,1010.51,6.61,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873071
231,1,2025-05-26T08:05:05.873108,23.04,56.16,2.99,1016.82,7.75,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873137
232,17,2024-12-15T08:05:05.873168,27.15,75.74,1.46,1011.41,1.88,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873197
233,15,2025-04-18T08:05:05.873228,29.34,64.33,1.21,1010.03,2.86,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873256
234,14,2025-06-16T08:05:05.873290,24.01,74.5,8.24,1017.3,4.31,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873318
235,2,2025-09-20T08:05:05.873349,30.54,68.19,3.96,1014.26,3.17,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873378
236,20,2025-01-28T08:05:05.873409,22.97,68.99,16.94,1014.94,1.84,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873437
237,3,2025-02-03T08:05:05.873468,29.44,62.1,1.65,1014.84,10.69,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873497
238,9,2024-12-20T08:05:05.873528,16.5,77.92,8.7,1016.28,9.04,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873556
239,8,2025-11-03T08:05:05.873587,29.75,95.66,11.14,1016.67,1.92,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873616
240,3,2025-02-11T08:05:05.873646,21.33,70.54,8.9,1008.36,3.99,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873675
241,9,2024-12-16T08:05:05.873706,22.41,73.62,12.08,1007.4,3.06,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873734
242,20,2025-08-04T08:05:05.873765,32.16,65.93,5.1,1008.94,4.44,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873793
243,12,2025-08-30T08:05:05.873824,27.12,72.15,4.59,1013.22,9.9,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873853
244,6,2025-04-05T08:05:05.873883,21.29,50.2,3.2,1011.9,0.34,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873912
245,3,2025-03-13T08:05:05.873946,37.42,59.46,3.85,1014.49,4.14,Synthetic Data - Grupo 7,2025-11-04T08:05:05.873974
246,7,2024-11-29T08:05:05.874005,17.75,65.25,2.53,1010.1,6.06,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874034
247,19,2025-09-07T08:05:05.874068,30.38,70.32,3.4,1011.0,1.92,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874097
248,12,2025-10-17T08:05:05.874129,29.16,67.28,6.26,1005.09,6.22,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874159
249,7,2025-02-28T08:05:05.874190,28.44,76.29,0.01,1017.05,4.91,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874219
250,20,2024-12-02T08:05:05.874250,29.09,51.92,8.06,1009.65,4.07,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874279
251,8,2025-08-13T08:05:05.874309,23.97,82.87,1.94,1010.37,8.93,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874338
252,10,2025-01-02T08:05:05.874371,24.51,70.28,5.05,1014.03,5.7,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874400
253,20,2025-06-03T08:05:05.874431,26.05,95.3,8.83,1014.58,11.04,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874459
254,13,2024-11-13T08:05:05.874490,25.8,54.58,2.1,1017.28,7.88,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874519
255,11,2025-06-12T08:05:05.874550,21.31,67.48,3.91,1014.31,6.85,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874578
256,3,2025-04-24T08:05:05.874609,15.9,59.6,4.36,1019.52,0.62,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874638
257,1,2025-05-22T08:05:05.874668,18.67,70.66,5.19,1012.23,4.57,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874697
258,18,2025-07-02T08:05:05.874728,20.67,73.13,9.39,1019.11,3.63,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874756
259,6,2024-12-19T08:05:05.874787,25.14,76.27,0.73,1012.43,2.94,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874816
260,10,2025-09-15T08:05:05.874847,15.98,64.68,11.52,1016.48,2.54,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874876
261,9,2025-01-24T08:05:05.874906,17.3,47.71,2.08,1007.03,3.72,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874935
262,2,2024-11-05T08:05:05.874966,28.19,77.51,2.9,1007.68,1.55,Synthetic Data - Grupo 7,2025-11-04T08:05:05.874995
263,17,2024-11-29T08:05:05.875026,18.69,57.02,16.97,1003.1,5.66,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875055
264,3,2025-07-17T08:05:05.875086,22.39,78.47,7.63,1008.49,6.89,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875115
265,19,2025-05-24T08:05:05.875149,21.53,76.82,9.57,1015.62,4.08,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875177
266,2,2025-02-11T08:05:05.875208,22.03,38.53,0.19,1014.63,9.56,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875237
267,20,2025-09-20T08:05:05.875268,25.09,79.81,0.49,1012.74,9.62,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875296
268,4,2025-07-26T08:05:05.875327,38.37,84.35,2.91,1016.71,3.84,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875357
269,17,2025-05-10T08:05:05.875387,24.47,84.33,2.93,1020.59,9.91,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875416
270,3,2025-09-18T08:05:05.875455,19.88,58.08,1.87,1017.43,5.81,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875484
271,11,2024-12-17T08:05:05.875518,21.14,76.11,1.78,1018.73,2.14,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875547
272,15,2025-05-26T08:05:05.875581,22.32,82.85,0.07,1016.63,4.85,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875610
273,5,2025-06-17T08:05:05.875641,29.0,81.31,5.37,1015.92,4.63,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875669
274,8,2025-10-13T08:05:05.875707,20.9,69.64,2.62,1009.62,2.97,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875737
275,3,2025-05-01T08:05:05.875768,33.63,80.08,0.03,1009.42,4.28,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875797
276,16,2024-11-12T08:05:05.875828,16.96,58.56,1.32,1017.36,1.96,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875857
277,7,2025-09-13T08:05:05.875888,25.86,88.04,1.24,1020.41,2.24,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875916
278,10,2025-10-26T08:05:05.875947,26.1,89.34,5.07,1000.38,10.48,Synthetic Data - Grupo 7,2025-11-04T08:05:05.875976
279,15,2025-10-14T08:05:05.876006,19.96,72.52,12.43,1009.52,9.19,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876035
280,2,2024-12-02T08:05:05.876065,27.78,82.18,1.58,1008.65,2.81,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876094
281,18,2025-08-01T08:05:05.876125,29.42,73.14,4.38,1002.63,2.34,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876153
282,11,2025-07-07T08:05:05.876184,18.27,57.71,9.25,1018.14,1.9,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876212
283,13,2025-08-14T08:05:05.876243,23.87,81.34,16.63,1014.33,2.04,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876271
284,1,2024-12-24T08:05:05.876305,32.11,83.89,0.02,1015.61,1.64,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876334
285,1,2025-10-12T08:05:05.876364,19.72,85.88,0.56,1016.08,7.51,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876393
286,5,2025-01-05T08:05:05.876423,29.92,65.37,3.23,1014.44,1.61,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876452
287,9,2025-10-23T08:05:05.876483,31.18,65.2,9.5,1016.11,1.17,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876512
288,1,2025-07-28T08:05:05.876542,29.85,94.03,1.75,1014.88,1.5,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876571
289,6,2025-06-09T08:05:05.876601,23.28,99.47,4.33,1018.01,4.85,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876632
290,12,2025-01-06T08:05:05.876663,17.37,52.99,0.1,1011.86,1.37,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876692
291,15,2025-07-26T08:05:05.876723,37.06,81.77,0.05,1015.69,3.23,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876751
292,6,2024-12-19T08:05:05.876782,30.27,59.15,7.41,1015.19,3.38,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876810
293,10,2025-05-02T08:05:05.876841,17.38,49.7,1.0,1003.56,1.79,Synthetic Data - Grupo 7,2025-11-04T08:05:05.876869
294,7,2025-03-06T08:05:05.876972,29.78,98.79,4.2,1015.96,11.57,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877004
295,19,2025-05-29T08:05:05.877037,25.87,73.66,7.58,1001.63,1.45,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877067
296,3,2025-06-01T08:05:05.877099,24.48,45.35,6.88,1009.52,3.23,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877127
297,9,2025-07-09T08:05:05.877158,27.69,70.77,0.39,1006.7,1.98,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877187
298,10,2025-10-10T08:05:05.877223,22.7,82.97,1.62,1013.11,4.41,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877253
299,11,2024-12-19T08:05:05.877284,28.19,66.45,1.72,1017.94,3.14,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877315
300,18,2025-01-27T08:05:05.877347,20.82,100.0,0.72,1013.19,5.08,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877377
301,14,2025-01-15T08:05:05.877411,18.46,72.87,3.07,1018.44,3.83,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877518
302,13,2025-03-15T08:05:05.877671,20.81,76.04,26.47,1001.12,5.13,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877777
303,9,2025-02-06T08:05:05.877900,24.85,100.0,2.61,1013.16,5.22,Synthetic Data - Grupo 7,2025-11-04T08:05:05.877967
304,5,2025-08-08T08:05:05.878034,20.89,89.75,5.99,1015.63,3.03,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878085
305,8,2025-06-17T08:05:05.878128,27.04,77.93,1.86,1011.8,0.72,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878167
306,20,2025-08-09T08:05:05.878206,27.81,76.26,4.62,1015.32,4.95,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878241
307,10,2025-02-23T08:05:05.878279,18.75,79.07,1.94,1015.35,5.54,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878364
308,5,2025-06-03T08:05:05.878408,24.9,62.7,5.43,1011.21,1.93,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878442
309,2,2025-06-29T08:05:05.878479,18.28,45.95,7.02,1003.67,6.67,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878513
310,20,2024-11-21T08:05:05.878554,15.15,83.39,5.34,1009.45,2.02,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878589
311,20,2024-11-27T08:05:05.878626,17.37,70.49,0.2,1010.96,5.44,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878661
312,5,2025-02-22T08:05:05.878698,34.88,46.54,3.64,1008.97,6.47,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878732
313,15,2024-12-13T08:05:05.878768,23.42,86.55,7.2,1005.91,3.92,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878803
314,16,2025-06-11T08:05:05.878840,22.85,71.3,5.05,1005.97,1.46,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878874
315,1,2025-04-24T08:05:05.878910,21.74,88.2,8.71,998.38,7.7,Synthetic Data - Grupo 7,2025-11-04T08:05:05.878944
316,20,2025-01-30T08:05:05.878981,24.16,79.99,3.96,1025.11,6.07,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879015
317,6,2024-11-13T08:05:05.879052,20.67,79.68,1.14,1012.86,2.8,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879086
318,15,2024-12-08T08:05:05.879122,28.4,52.77,6.77,1011.74,7.2,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879155
319,5,2025-10-11T08:05:05.879192,20.73,56.15,0.67,1006.12,2.27,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879225
320,8,2025-03-09T08:05:05.879262,18.55,43.01,7.01,1004.26,3.69,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879295
321,17,2024-12-16T08:05:05.879332,25.72,77.37,0.7,1020.28,4.2,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879365
322,19,2025-01-17T08:05:05.879402,24.76,76.73,0.87,1011.63,3.94,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879435
323,17,2025-02-27T08:05:05.879478,28.21,53.29,0.86,1014.56,2.3,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879512
324,13,2025-05-06T08:05:05.879549,15.6,77.4,3.29,1000.82,3.72,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879583
325,17,2024-12-01T08:05:05.879619,23.0,74.5,7.99,1018.38,4.36,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879653
326,19,2025-05-21T08:05:05.879693,25.04,60.1,6.34,1011.81,4.08,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879727
327,3,2025-06-11T08:05:05.879763,20.02,65.8,10.02,1010.61,1.57,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879797
328,19,2024-12-27T08:05:05.879833,21.75,81.58,4.9,1019.06,4.05,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879867
329,18,2024-12-12T08:05:05.879903,25.35,60.4,1.7,1007.85,0.92,Synthetic Data - Grupo 7,2025-11-04T08:05:05.879937
330,1,2025-10-31T08:05:05.879973,21.85,93.01,0.35,1009.48,6.37,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880006
331,19,2025-04-05T08:05:05.880042,22.84,67.55,2.34,1013.8,4.8,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880075
332,15,2025-04-04T08:05:05.880111,23.2,50.11,6.95,1011.53,2.15,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880144
333,10,2024-11-09T08:05:05.880180,18.36,71.16,17.65,1011.85,1.47,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880214
334,20,2025-03-31T08:05:05.880250,21.01,70.55,4.65,1021.53,3.65,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880283
335,10,2025-05-23T08:05:05.880319,25.44,75.94,0.4,1010.27,2.68,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880352
336,20,2024-12-18T08:05:05.880388,30.95,85.21,4.71,1007.39,1.48,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880421
337,4,2025-09-01T08:05:05.880458,24.33,54.9,4.74,1005.78,8.56,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880491
338,1,2025-01-08T08:05:05.880527,17.34,77.71,2.99,1012.45,4.79,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880560
339,10,2025-01-21T08:05:05.880596,28.23,53.23,3.45,1008.83,7.37,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880629
340,15,2025-02-07T08:05:05.880666,25.27,90.2,2.88,1022.83,4.93,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880699
341,13,2025-05-21T08:05:05.880735,30.3,77.69,0.26,1008.13,0.46,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880769
342,1,2024-12-09T08:05:05.880806,16.41,89.12,2.03,1011.65,6.21,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880839
343,13,2025-05-15T08:05:05.880879,26.65,32.67,1.46,1011.03,8.75,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880912
344,11,2024-11-25T08:05:05.880949,29.27,64.17,12.34,1010.9,8.23,Synthetic Data - Grupo 7,2025-11-04T08:05:05.880985
345,6,2025-05-21T08:05:05.881022,34.96,58.5,13.77,1010.6,0.53,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881056
346,4,2025-04-05T08:05:05.881092,21.55,70.06,3.38,1010.53,8.62,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881125
347,1,2025-07-26T08:05:05.881161,23.61,65.8,0.37,1015.71,1.31,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881194
348,13,2025-01-06T08:05:05.881230,21.53,74.95,1.71,1007.57,1.62,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881263
349,20,2024-11-26T08:05:05.881304,21.66,85.08,12.25,1012.37,4.25,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881339
350,10,2024-12-26T08:05:05.881375,23.85,57.23,4.03,1006.0,3.37,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881408
351,10,2025-08-10T08:05:05.881445,25.87,72.47,6.9,1023.28,1.18,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881478
352,5,2025-08-10T08:05:05.881513,27.78,56.22,1.3,1013.56,10.17,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881547
353,1,2025-04-10T08:05:05.881583,32.86,61.29,10.67,1014.57,1.54,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881616
354,2,2025-04-18T08:05:05.881654,21.65,54.69,0.91,1008.92,1.51,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881687
355,8,2024-11-07T08:05:05.881724,14.54,91.19,2.8,1022.35,4.44,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881757
356,1,2024-11-16T08:05:05.881793,30.08,66.38,4.99,1007.93,3.56,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881826
357,7,2025-06-30T08:05:05.881863,25.05,75.97,0.61,1016.75,7.09,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881896
358,7,2024-12-31T08:05:05.881935,27.69,90.02,9.74,1008.47,9.98,Synthetic Data - Grupo 7,2025-11-04T08:05:05.881969
359,11,2025-01-27T08:05:05.882006,26.4,96.38,9.04,1014.81,4.29,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882039
360,19,2025-07-10T08:05:05.882075,23.81,91.45,1.01,1009.0,3.17,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882108
361,8,2025-06-12T08:05:05.882145,24.79,70.87,0.35,1011.62,6.4,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882178
362,4,2024-12-05T08:05:05.882218,25.96,61.6,0.38,1019.0,2.22,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882255
363,10,2025-03-29T08:05:05.882292,21.25,68.6,6.53,1020.73,5.9,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882326
364,20,2024-12-09T08:05:05.882362,31.45,84.52,0.04,1016.26,1.17,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882395
365,2,2024-12-23T08:05:05.882431,16.7,97.29,3.97,1002.17,4.18,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882465
366,20,2025-04-10T08:05:05.882501,21.0,92.6,5.43,1007.25,0.67,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882534
367,16,2025-04-04T08:05:05.882570,18.69,99.85,7.44,1013.69,7.32,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882603
368,12,2025-05-19T08:05:05.882639,33.2,60.17,2.44,1006.72,4.33,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882672
369,2,2025-08-03T08:05:05.882708,26.99,79.83,6.85,1023.39,8.51,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882741
370,19,2024-11-24T08:05:05.882777,27.83,69.09,2.82,1021.15,14.3,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882811
371,3,2025-03-28T08:05:05.882862,25.8,47.03,8.74,1004.18,2.63,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882896
372,7,2025-01-31T08:05:05.882933,24.22,89.62,20.46,1016.33,5.48,Synthetic Data - Grupo 7,2025-11-04T08:05:05.882967
373,1,2025-10-08T08:05:05.883007,24.05,47.69,1.53,1017.68,2.83,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883041
374,14,2025-05-11T08:05:05.883081,23.22,91.31,1.12,1021.63,3.61,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883115
375,13,2025-03-20T08:05:05.883151,26.17,64.26,8.38,1025.25,1.13,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883185
376,13,2025-01-18T08:05:05.883221,24.8,67.98,7.66,1003.94,5.28,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883254
377,3,2025-08-11T08:05:05.883290,31.67,79.45,0.2,1014.93,7.02,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883323
378,16,2025-04-22T08:05:05.883359,26.25,85.68,4.35,1021.84,2.22,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883394
379,20,2025-09-18T08:05:05.883430,28.52,72.39,13.24,1014.84,0.32,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883463
380,19,2025-06-09T08:05:05.883499,28.13,83.28,4.5,1012.67,1.92,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883535
381,18,2025-08-22T08:05:05.883572,25.01,50.85,5.87,1018.06,8.14,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883606
382,19,2024-12-19T08:05:05.883645,31.15,95.28,0.99,1011.01,10.59,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883680
383,14,2025-06-16T08:05:05.883716,25.85,63.99,0.13,1012.1,1.01,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883749
384,20,2025-03-28T08:05:05.883785,26.22,80.77,15.35,1014.07,6.51,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883818
385,2,2025-01-17T08:05:05.883853,25.86,65.49,0.5,1021.14,5.69,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883887
